date,company,position,location,tags,remote,experience_level,experience_years,english_level,url
2026-02-09T21:32:37.501021,Stefanini LATAM,Data Engineer,"Bogota, D.C., Capital District, Colombia",data engineer,,,,,https://co.linkedin.com/jobs/view/data-engineer-at-stefanini-latam-4350173956?position=1&pageNum=2&refId=d2vspfWlF25yvuCrZ8Eytg%3D%3D&trackingId=shdopp1gN186Q0pccbQ9Qw%3D%3D
2026-02-09T21:32:37.501247,Fundación Cardiovascular de Colombia,Ingeniero (A) Junior Datos IA,"Piedecuesta, Santander, Colombia",data engineer,,,,,https://co.linkedin.com/jobs/view/ingeniero-a-junior-datos-ia-at-fundaci%C3%B3n-cardiovascular-de-colombia-4294130925?position=2&pageNum=2&refId=d2vspfWlF25yvuCrZ8Eytg%3D%3D&trackingId=IprFMrNUZ04blPUvg8IaAA%3D%3D
2026-02-09T21:32:37.501351,BairesDev,Ingeniero de Datos - Trabajo Remoto | REF#252054,"Bogota, D.C., Capital District, Colombia",data engineer,,,,,https://co.linkedin.com/jobs/view/ingeniero-de-datos-trabajo-remoto-ref%23252054-at-bairesdev-4157642699?position=3&pageNum=2&refId=d2vspfWlF25yvuCrZ8Eytg%3D%3D&trackingId=6xHFwUJtS1BPu%2FftXMzxJg%3D%3D
2026-02-09T21:32:37.501448,INDI Staffing Services,Data Engineer - Remote,"Bogota, D.C., Capital District, Colombia",data engineer,,,,,https://co.linkedin.com/jobs/view/data-engineer-remote-at-indi-staffing-services-4368638981?position=4&pageNum=2&refId=d2vspfWlF25yvuCrZ8Eytg%3D%3D&trackingId=oJTXi7ZfTfy0eOKU2P0K5A%3D%3D
2026-02-09T21:32:37.501542,INDI Staffing Services,Data Engineer - Remote,"Bogotá, Capital District, Colombia",data engineer,,,,,https://co.linkedin.com/jobs/view/data-engineer-remote-at-indi-staffing-services-4368649111?position=5&pageNum=2&refId=d2vspfWlF25yvuCrZ8Eytg%3D%3D&trackingId=20tunsWnIIMxiavCNYe86w%3D%3D
2026-02-09T21:32:37.501635,BDO en Colombia,Analista de Datos / Power BI / Excel,"Bogota, D.C., Capital District, Colombia",data engineer,,,,,https://co.linkedin.com/jobs/view/analista-de-datos-power-bi-excel-at-bdo-en-colombia-4366932876?position=6&pageNum=2&refId=d2vspfWlF25yvuCrZ8Eytg%3D%3D&trackingId=tc1CSgjHsUsMN3HcEI3wIw%3D%3D
2026-02-09T21:32:37.501728,SUMIMEDICAL SAS,Ingeniero de datos II,"Medellín, Antioquia, Colombia",data engineer,,,,,https://co.linkedin.com/jobs/view/ingeniero-de-datos-ii-at-sumimedical-sas-4294637640?position=7&pageNum=2&refId=d2vspfWlF25yvuCrZ8Eytg%3D%3D&trackingId=QMoN8TYiVqoSi%2FSvqHHXFA%3D%3D
2026-02-09T21:32:37.501820,Asesoftware,Analista de Datos Python,"Bogota, D.C., Capital District, Colombia",data engineer,,,,,https://co.linkedin.com/jobs/view/analista-de-datos-python-at-asesoftware-3865887394?position=8&pageNum=2&refId=d2vspfWlF25yvuCrZ8Eytg%3D%3D&trackingId=iWM%2BR64AZWbRa5uvPnXnqQ%3D%3D
2026-02-09T21:32:37.501912,Influur,Data Engineer,"Bogota, D.C., Capital District, Colombia",data engineer,,,,,https://co.linkedin.com/jobs/view/data-engineer-at-influur-4334900896?position=9&pageNum=2&refId=d2vspfWlF25yvuCrZ8Eytg%3D%3D&trackingId=3lGMuoUShqUQB7VxOhaDbQ%3D%3D
2026-02-09T21:32:37.502018,EY,Data Engineer / IA,"Bogota, D.C., Capital District, Colombia",data engineer,,,,,https://co.linkedin.com/jobs/view/data-engineer-ia-at-ey-4353170257?position=10&pageNum=2&refId=d2vspfWlF25yvuCrZ8Eytg%3D%3D&trackingId=53CSJnexf%2B655la9yUFS3A%3D%3D
